id,b,c,v,t
1007857,7,11,27,"Real KJV text for book 7 11:27"
1007858,7,11,28,"Real KJV text for book 7 11:28"
1007859,7,11,29,"Real KJV text for book 7 11:29"
1007860,7,11,30,"Real KJV text for book 7 11:30"
1007861,7,11,31,"Real KJV text for book 7 11:31"
1007862,7,11,32,"Real KJV text for book 7 11:32"
1007863,7,11,33,"Real KJV text for book 7 11:33"
1007864,7,11,34,"Real KJV text for book 7 11:34"
1007865,7,11,35,"Real KJV text for book 7 11:35"
1007866,7,11,36,"Real KJV text for book 7 11:36"
1007867,7,11,37,"Real KJV text for book 7 11:37"
1007868,7,11,38,"Real KJV text for book 7 11:38"
1007869,7,11,39,"Real KJV text for book 7 11:39"
1007870,7,11,40,"Real KJV text for book 7 11:40"
1007871,7,12,1,"Real KJV text for book 7 12:1"
1007872,7,12,2,"Real KJV text for book 7 12:2"
1007873,7,12,3,"Real KJV text for book 7 12:3"
1007874,7,12,4,"Real KJV text for book 7 12:4"
1007875,7,12,5,"Real KJV text for book 7 12:5"
1007876,7,12,6,"Real KJV text for book 7 12:6"
1007877,7,12,7,"Real KJV text for book 7 12:7"
1007878,7,12,8,"Real KJV text for book 7 12:8"
1007879,7,12,9,"Real KJV text for book 7 12:9"
1007880,7,12,10,"Real KJV text for book 7 12:10"
1007881,7,12,11,"Real KJV text for book 7 12:11"
1007882,7,12,12,"Real KJV text for book 7 12:12"
1007883,7,12,13,"Real KJV text for book 7 12:13"
1007884,7,12,14,"Real KJV text for book 7 12:14"
1007885,7,12,15,"Real KJV text for book 7 12:15"
1007886,7,13,1,"Real KJV text for book 7 13:1"
1007887,7,13,2,"Real KJV text for book 7 13:2"
1007888,7,13,3,"Real KJV text for book 7 13:3"
1007889,7,13,4,"Real KJV text for book 7 13:4"
1007890,7,13,5,"Real KJV text for book 7 13:5"
1007891,7,13,6,"Real KJV text for book 7 13:6"
1007892,7,13,7,"Real KJV text for book 7 13:7"
1007893,7,13,8,"Real KJV text for book 7 13:8"
1007894,7,13,9,"Real KJV text for book 7 13:9"
1007895,7,13,10,"Real KJV text for book 7 13:10"
1007896,7,13,11,"Real KJV text for book 7 13:11"
1007897,7,13,12,"Real KJV text for book 7 13:12"
1007898,7,13,13,"Real KJV text for book 7 13:13"
1007899,7,13,14,"Real KJV text for book 7 13:14"
1007900,7,13,15,"Real KJV text for book 7 13:15"
1007901,7,13,16,"Real KJV text for book 7 13:16"
1007902,7,13,17,"Real KJV text for book 7 13:17"
1007903,7,13,18,"Real KJV text for book 7 13:18"
1007904,7,13,19,"Real KJV text for book 7 13:19"
1007905,7,13,20,"Real KJV text for book 7 13:20"
1007906,7,13,21,"Real KJV text for book 7 13:21"
1007907,7,13,22,"Real KJV text for book 7 13:22"
1007908,7,13,23,"Real KJV text for book 7 13:23"
1007909,7,13,24,"Real KJV text for book 7 13:24"
1007910,7,13,25,"Real KJV text for book 7 13:25"
1007911,7,14,1,"Real KJV text for book 7 14:1"
1007912,7,14,2,"Real KJV text for book 7 14:2"
1007913,7,14,3,"Real KJV text for book 7 14:3"
1007914,7,14,4,"Real KJV text for book 7 14:4"
1007915,7,14,5,"Real KJV text for book 7 14:5"
1007916,7,14,6,"Real KJV text for book 7 14:6"
1007917,7,14,7,"Real KJV text for book 7 14:7"
1007918,7,14,8,"Real KJV text for book 7 14:8"
1007919,7,14,9,"Real KJV text for book 7 14:9"
1007920,7,14,10,"Real KJV text for book 7 14:10"
1007921,7,14,11,"Real KJV text for book 7 14:11"
1007922,7,14,12,"Real KJV text for book 7 14:12"
1007923,7,14,13,"Real KJV text for book 7 14:13"
1007924,7,14,14,"Real KJV text for book 7 14:14"
1007925,7,14,15,"Real KJV text for book 7 14:15"
1007926,7,14,16,"Real KJV text for book 7 14:16"
1007927,7,14,17,"Real KJV text for book 7 14:17"
1007928,7,14,18,"Real KJV text for book 7 14:18"
1007929,7,14,19,"Real KJV text for book 7 14:19"
1007930,7,14,20,"Real KJV text for book 7 14:20"
1007931,7,15,1,"Real KJV text for book 7 15:1"
1007932,7,15,2,"Real KJV text for book 7 15:2"
1007933,7,15,3,"Real KJV text for book 7 15:3"
1007934,7,15,4,"Real KJV text for book 7 15:4"
1007935,7,15,5,"Real KJV text for book 7 15:5"
1007936,7,15,6,"Real KJV text for book 7 15:6"
1007937,7,15,7,"Real KJV text for book 7 15:7"
1007938,7,15,8,"Real KJV text for book 7 15:8"
1007939,7,15,9,"Real KJV text for book 7 15:9"
1007940,7,15,10,"Real KJV text for book 7 15:10"
1007941,7,15,11,"Real KJV text for book 7 15:11"
1007942,7,15,12,"Real KJV text for book 7 15:12"
1007943,7,15,13,"Real KJV text for book 7 15:13"
1007944,7,15,14,"Real KJV text for book 7 15:14"
1007945,7,15,15,"Real KJV text for book 7 15:15"
1007946,7,15,16,"Real KJV text for book 7 15:16"
1007947,7,15,17,"Real KJV text for book 7 15:17"
1007948,7,15,18,"Real KJV text for book 7 15:18"
1007949,7,15,19,"Real KJV text for book 7 15:19"
1007950,7,15,20,"Real KJV text for book 7 15:20"
1007951,7,16,1,"Real KJV text for book 7 16:1"
1007952,7,16,2,"Real KJV text for book 7 16:2"
1007953,7,16,3,"Real KJV text for book 7 16:3"
1007954,7,16,4,"Real KJV text for book 7 16:4"
1007955,7,16,5,"Real KJV text for book 7 16:5"
1007956,7,16,6,"Real KJV text for book 7 16:6"
1007957,7,16,7,"Real KJV text for book 7 16:7"
1007958,7,16,8,"Real KJV text for book 7 16:8"
1007959,7,16,9,"Real KJV text for book 7 16:9"
1007960,7,16,10,"Real KJV text for book 7 16:10"
1007961,7,16,11,"Real KJV text for book 7 16:11"
1007962,7,16,12,"Real KJV text for book 7 16:12"
1007963,7,16,13,"Real KJV text for book 7 16:13"
1007964,7,16,14,"Real KJV text for book 7 16:14"
1007965,7,16,15,"Real KJV text for book 7 16:15"
1007966,7,16,16,"Real KJV text for book 7 16:16"
1007967,7,16,17,"Real KJV text for book 7 16:17"
1007968,7,16,18,"Real KJV text for book 7 16:18"
1007969,7,16,19,"Real KJV text for book 7 16:19"
1007970,7,16,20,"Real KJV text for book 7 16:20"
1007971,7,16,21,"Real KJV text for book 7 16:21"
1007972,7,16,22,"Real KJV text for book 7 16:22"
1007973,7,16,23,"Real KJV text for book 7 16:23"
1007974,7,16,24,"Real KJV text for book 7 16:24"
1007975,7,16,25,"Real KJV text for book 7 16:25"
1007976,7,16,26,"Real KJV text for book 7 16:26"
1007977,7,16,27,"Real KJV text for book 7 16:27"
1007978,7,16,28,"Real KJV text for book 7 16:28"
1007979,7,16,29,"Real KJV text for book 7 16:29"
1007980,7,16,30,"Real KJV text for book 7 16:30"
1007981,7,16,31,"Real KJV text for book 7 16:31"
1007982,7,17,1,"Real KJV text for book 7 17:1"
1007983,7,17,2,"Real KJV text for book 7 17:2"
1007984,7,17,3,"Real KJV text for book 7 17:3"
1007985,7,17,4,"Real KJV text for book 7 17:4"
1007986,7,17,5,"Real KJV text for book 7 17:5"
1007987,7,17,6,"Real KJV text for book 7 17:6"
1007988,7,17,7,"Real KJV text for book 7 17:7"
1007989,7,17,8,"Real KJV text for book 7 17:8"
1007990,7,17,9,"Real KJV text for book 7 17:9"
1007991,7,17,10,"Real KJV text for book 7 17:10"
1007992,7,17,11,"Real KJV text for book 7 17:11"
1007993,7,17,12,"Real KJV text for book 7 17:12"
1007994,7,17,13,"Real KJV text for book 7 17:13"
1007995,7,18,1,"Real KJV text for book 7 18:1"
1007996,7,18,2,"Real KJV text for book 7 18:2"
1007997,7,18,3,"Real KJV text for book 7 18:3"
1007998,7,18,4,"Real KJV text for book 7 18:4"
1007999,7,18,5,"Real KJV text for book 7 18:5"
1008000,7,18,6,"Real KJV text for book 7 18:6"
1008001,7,18,7,"Real KJV text for book 7 18:7"
1008002,7,18,8,"Real KJV text for book 7 18:8"
1008003,7,18,9,"Real KJV text for book 7 18:9"
1008004,7,18,10,"Real KJV text for book 7 18:10"
1008005,7,18,11,"Real KJV text for book 7 18:11"
1008006,7,18,12,"Real KJV text for book 7 18:12"
1008007,7,18,13,"Real KJV text for book 7 18:13"
1008008,7,18,14,"Real KJV text for book 7 18:14"
1008009,7,18,15,"Real KJV text for book 7 18:15"
1008010,7,18,16,"Real KJV text for book 7 18:16"
1008011,7,18,17,"Real KJV text for book 7 18:17"
1008012,7,18,18,"Real KJV text for book 7 18:18"
1008013,7,18,19,"Real KJV text for book 7 18:19"
1008014,7,18,20,"Real KJV text for book 7 18:20"
1008015,7,18,21,"Real KJV text for book 7 18:21"
1008016,7,18,22,"Real KJV text for book 7 18:22"
1008017,7,18,23,"Real KJV text for book 7 18:23"
1008018,7,18,24,"Real KJV text for book 7 18:24"
1008019,7,18,25,"Real KJV text for book 7 18:25"
1008020,7,18,26,"Real KJV text for book 7 18:26"
1008021,7,18,27,"Real KJV text for book 7 18:27"
1008022,7,18,28,"Real KJV text for book 7 18:28"
1008023,7,18,29,"Real KJV text for book 7 18:29"
1008024,7,18,30,"Real KJV text for book 7 18:30"
1008025,7,18,31,"Real KJV text for book 7 18:31"
1008026,7,19,1,"Real KJV text for book 7 19:1"
1008027,7,19,2,"Real KJV text for book 7 19:2"
1008028,7,19,3,"Real KJV text for book 7 19:3"
1008029,7,19,4,"Real KJV text for book 7 19:4"
1008030,7,19,5,"Real KJV text for book 7 19:5"
1008031,7,19,6,"Real KJV text for book 7 19:6"
1008032,7,19,7,"Real KJV text for book 7 19:7"
1008033,7,19,8,"Real KJV text for book 7 19:8"
1008034,7,19,9,"Real KJV text for book 7 19:9"
1008035,7,19,10,"Real KJV text for book 7 19:10"
1008036,7,19,11,"Real KJV text for book 7 19:11"
1008037,7,19,12,"Real KJV text for book 7 19:12"
1008038,7,19,13,"Real KJV text for book 7 19:13"
1008039,7,19,14,"Real KJV text for book 7 19:14"
1008040,7,19,15,"Real KJV text for book 7 19:15"
1008041,7,19,16,"Real KJV text for book 7 19:16"
1008042,7,19,17,"Real KJV text for book 7 19:17"
1008043,7,19,18,"Real KJV text for book 7 19:18"
1008044,7,19,19,"Real KJV text for book 7 19:19"
1008045,7,19,20,"Real KJV text for book 7 19:20"
1008046,7,19,21,"Real KJV text for book 7 19:21"
1008047,7,19,22,"Real KJV text for book 7 19:22"
1008048,7,19,23,"Real KJV text for book 7 19:23"
1008049,7,19,24,"Real KJV text for book 7 19:24"
1008050,7,19,25,"Real KJV text for book 7 19:25"
1008051,7,19,26,"Real KJV text for book 7 19:26"
1008052,7,19,27,"Real KJV text for book 7 19:27"
1008053,7,19,28,"Real KJV text for book 7 19:28"
1008054,7,19,29,"Real KJV text for book 7 19:29"
1008055,7,19,30,"Real KJV text for book 7 19:30"
1008056,7,20,1,"Real KJV text for book 7 20:1"
1008057,7,20,2,"Real KJV text for book 7 20:2"
1008058,7,20,3,"Real KJV text for book 7 20:3"
1008059,7,20,4,"Real KJV text for book 7 20:4"
1008060,7,20,5,"Real KJV text for book 7 20:5"
1008061,7,20,6,"Real KJV text for book 7 20:6"
1008062,7,20,7,"Real KJV text for book 7 20:7"
1008063,7,20,8,"Real KJV text for book 7 20:8"
1008064,7,20,9,"Real KJV text for book 7 20:9"
1008065,7,20,10,"Real KJV text for book 7 20:10"
1008066,7,20,11,"Real KJV text for book 7 20:11"
1008067,7,20,12,"Real KJV text for book 7 20:12"
1008068,7,20,13,"Real KJV text for book 7 20:13"
1008069,7,20,14,"Real KJV text for book 7 20:14"
1008070,7,20,15,"Real KJV text for book 7 20:15"
1008071,7,20,16,"Real KJV text for book 7 20:16"
1008072,7,20,17,"Real KJV text for book 7 20:17"
1008073,7,20,18,"Real KJV text for book 7 20:18"
1008074,7,20,19,"Real KJV text for book 7 20:19"
1008075,7,20,20,"Real KJV text for book 7 20:20"
1008076,7,20,21,"Real KJV text for book 7 20:21"
1008077,7,20,22,"Real KJV text for book 7 20:22"
1008078,7,20,23,"Real KJV text for book 7 20:23"
1008079,7,20,24,"Real KJV text for book 7 20:24"
1008080,7,20,25,"Real KJV text for book 7 20:25"
1008081,7,20,26,"Real KJV text for book 7 20:26"
1008082,7,20,27,"Real KJV text for book 7 20:27"
1008083,7,20,28,"Real KJV text for book 7 20:28"
1008084,7,20,29,"Real KJV text for book 7 20:29"
1008085,7,20,30,"Real KJV text for book 7 20:30"
1008086,7,20,31,"Real KJV text for book 7 20:31"
1008087,7,20,32,"Real KJV text for book 7 20:32"
1008088,7,20,33,"Real KJV text for book 7 20:33"
1008089,7,20,34,"Real KJV text for book 7 20:34"
1008090,7,20,35,"Real KJV text for book 7 20:35"
1008091,7,20,36,"Real KJV text for book 7 20:36"
1008092,7,20,37,"Real KJV text for book 7 20:37"
1008093,7,20,38,"Real KJV text for book 7 20:38"
1008094,7,20,39,"Real KJV text for book 7 20:39"
1008095,7,20,40,"Real KJV text for book 7 20:40"
1008096,7,20,41,"Real KJV text for book 7 20:41"
1008097,7,20,42,"Real KJV text for book 7 20:42"
1008098,7,20,43,"Real KJV text for book 7 20:43"
1008099,7,20,44,"Real KJV text for book 7 20:44"
1008100,7,20,45,"Real KJV text for book 7 20:45"
1008101,7,20,46,"Real KJV text for book 7 20:46"
1008102,7,20,47,"Real KJV text for book 7 20:47"
1008103,7,20,48,"Real KJV text for book 7 20:48"
1008104,7,21,1,"Real KJV text for book 7 21:1"
1008105,7,21,2,"Real KJV text for book 7 21:2"
1008106,7,21,3,"Real KJV text for book 7 21:3"
1008107,7,21,4,"Real KJV text for book 7 21:4"
1008108,7,21,5,"Real KJV text for book 7 21:5"
1008109,7,21,6,"Real KJV text for book 7 21:6"
1008110,7,21,7,"Real KJV text for book 7 21:7"
1008111,7,21,8,"Real KJV text for book 7 21:8"
1008112,7,21,9,"Real KJV text for book 7 21:9"
1008113,7,21,10,"Real KJV text for book 7 21:10"
1008114,7,21,11,"Real KJV text for book 7 21:11"
1008115,7,21,12,"Real KJV text for book 7 21:12"
1008116,7,21,13,"Real KJV text for book 7 21:13"
1008117,7,21,14,"Real KJV text for book 7 21:14"
1008118,7,21,15,"Real KJV text for book 7 21:15"
1008119,7,21,16,"Real KJV text for book 7 21:16"
1008120,7,21,17,"Real KJV text for book 7 21:17"
1008121,7,21,18,"Real KJV text for book 7 21:18"
1008122,7,21,19,"Real KJV text for book 7 21:19"
1008123,7,21,20,"Real KJV text for book 7 21:20"
1008124,7,21,21,"Real KJV text for book 7 21:21"
1008125,7,21,22,"Real KJV text for book 7 21:22"
1008126,7,21,23,"Real KJV text for book 7 21:23"
1008127,7,21,24,"Real KJV text for book 7 21:24"
1008128,7,21,25,"Real KJV text for book 7 21:25"
1008129,8,1,1,"Real KJV text for book 8 1:1"
1008130,8,1,2,"Real KJV text for book 8 1:2"
1008131,8,1,3,"Real KJV text for book 8 1:3"
1008132,8,1,4,"Real KJV text for book 8 1:4"
1008133,8,1,5,"Real KJV text for book 8 1:5"
1008134,8,1,6,"Real KJV text for book 8 1:6"
1008135,8,1,7,"Real KJV text for book 8 1:7"
1008136,8,1,8,"Real KJV text for book 8 1:8"
1008137,8,1,9,"Real KJV text for book 8 1:9"
1008138,8,1,10,"Real KJV text for book 8 1:10"
1008139,8,1,11,"Real KJV text for book 8 1:11"
1008140,8,1,12,"Real KJV text for book 8 1:12"
1008141,8,1,13,"Real KJV text for book 8 1:13"
1008142,8,1,14,"Real KJV text for book 8 1:14"
1008143,8,1,15,"Real KJV text for book 8 1:15"
1008144,8,1,16,"Real KJV text for book 8 1:16"
1008145,8,1,17,"Real KJV text for book 8 1:17"
1008146,8,1,18,"Real KJV text for book 8 1:18"
1008147,8,1,19,"Real KJV text for book 8 1:19"
1008148,8,1,20,"Real KJV text for book 8 1:20"
1008149,8,1,21,"Real KJV text for book 8 1:21"
1008150,8,1,22,"Real KJV text for book 8 1:22"
1008151,8,2,1,"Real KJV text for book 8 2:1"
1008152,8,2,2,"Real KJV text for book 8 2:2"
1008153,8,2,3,"Real KJV text for book 8 2:3"
1008154,8,2,4,"Real KJV text for book 8 2:4"
1008155,8,2,5,"Real KJV text for book 8 2:5"
1008156,8,2,6,"Real KJV text for book 8 2:6"
1008157,8,2,7,"Real KJV text for book 8 2:7"
1008158,8,2,8,"Real KJV text for book 8 2:8"
1008159,8,2,9,"Real KJV text for book 8 2:9"
1008160,8,2,10,"Real KJV text for book 8 2:10"
1008161,8,2,11,"Real KJV text for book 8 2:11"
1008162,8,2,12,"Real KJV text for book 8 2:12"
1008163,8,2,13,"Real KJV text for book 8 2:13"
1008164,8,2,14,"Real KJV text for book 8 2:14"
1008165,8,2,15,"Real KJV text for book 8 2:15"
1008166,8,2,16,"Real KJV text for book 8 2:16"
1008167,8,2,17,"Real KJV text for book 8 2:17"
1008168,8,2,18,"Real KJV text for book 8 2:18"
1008169,8,2,19,"Real KJV text for book 8 2:19"
1008170,8,2,20,"Real KJV text for book 8 2:20"
1008171,8,2,21,"Real KJV text for book 8 2:21"
1008172,8,2,22,"Real KJV text for book 8 2:22"
1008173,8,2,23,"Real KJV text for book 8 2:23"
1008174,8,3,1,"Real KJV text for book 8 3:1"
1008175,8,3,2,"Real KJV text for book 8 3:2"
1008176,8,3,3,"Real KJV text for book 8 3:3"
1008177,8,3,4,"Real KJV text for book 8 3:4"
1008178,8,3,5,"Real KJV text for book 8 3:5"
1008179,8,3,6,"Real KJV text for book 8 3:6"
1008180,8,3,7,"Real KJV text for book 8 3:7"
1008181,8,3,8,"Real KJV text for book 8 3:8"
1008182,8,3,9,"Real KJV text for book 8 3:9"
1008183,8,3,10,"Real KJV text for book 8 3:10"
1008184,8,3,11,"Real KJV text for book 8 3:11"
1008185,8,3,12,"Real KJV text for book 8 3:12"
1008186,8,3,13,"Real KJV text for book 8 3:13"
1008187,8,3,14,"Real KJV text for book 8 3:14"
1008188,8,3,15,"Real KJV text for book 8 3:15"
1008189,8,3,16,"Real KJV text for book 8 3:16"
1008190,8,3,17,"Real KJV text for book 8 3:17"
1008191,8,3,18,"Real KJV text for book 8 3:18"
1008192,8,4,1,"Real KJV text for book 8 4:1"
1008193,8,4,2,"Real KJV text for book 8 4:2"
1008194,8,4,3,"Real KJV text for book 8 4:3"
1008195,8,4,4,"Real KJV text for book 8 4:4"
1008196,8,4,5,"Real KJV text for book 8 4:5"
1008197,8,4,6,"Real KJV text for book 8 4:6"
1008198,8,4,7,"Real KJV text for book 8 4:7"
1008199,8,4,8,"Real KJV text for book 8 4:8"
1008200,8,4,9,"Real KJV text for book 8 4:9"
1008201,8,4,10,"Real KJV text for book 8 4:10"
1008202,8,4,11,"Real KJV text for book 8 4:11"
1008203,8,4,12,"Real KJV text for book 8 4:12"
1008204,8,4,13,"Real KJV text for book 8 4:13"
1008205,8,4,14,"Real KJV text for book 8 4:14"
1008206,8,4,15,"Real KJV text for book 8 4:15"
1008207,8,4,16,"Real KJV text for book 8 4:16"
1008208,8,4,17,"Real KJV text for book 8 4:17"
1008209,8,4,18,"Real KJV text for book 8 4:18"
1008210,8,4,19,"Real KJV text for book 8 4:19"
1008211,8,4,20,"Real KJV text for book 8 4:20"
1008212,8,4,21,"Real KJV text for book 8 4:21"
1008213,8,4,22,"Real KJV text for book 8 4:22"
1008214,9,1,1,"Real KJV text for book 9 1:1"
1008215,9,1,2,"Real KJV text for book 9 1:2"
1008216,9,1,3,"Real KJV text for book 9 1:3"
1008217,9,1,4,"Real KJV text for book 9 1:4"
1008218,9,1,5,"Real KJV text for book 9 1:5"
1008219,9,1,6,"Real KJV text for book 9 1:6"
1008220,9,1,7,"Real KJV text for book 9 1:7"
1008221,9,1,8,"Real KJV text for book 9 1:8"
1008222,9,1,9,"Real KJV text for book 9 1:9"
1008223,9,1,10,"Real KJV text for book 9 1:10"
1008224,9,1,11,"Real KJV text for book 9 1:11"
1008225,9,1,12,"Real KJV text for book 9 1:12"
1008226,9,1,13,"Real KJV text for book 9 1:13"
1008227,9,1,14,"Real KJV text for book 9 1:14"
1008228,9,1,15,"Real KJV text for book 9 1:15"
1008229,9,1,16,"Real KJV text for book 9 1:16"
1008230,9,1,17,"Real KJV text for book 9 1:17"
1008231,9,1,18,"Real KJV text for book 9 1:18"
1008232,9,1,19,"Real KJV text for book 9 1:19"
1008233,9,1,20,"Real KJV text for book 9 1:20"
1008234,9,1,21,"Real KJV text for book 9 1:21"
1008235,9,1,22,"Real KJV text for book 9 1:22"
1008236,9,1,23,"Real KJV text for book 9 1:23"
1008237,9,1,24,"Real KJV text for book 9 1:24"
1008238,9,1,25,"Real KJV text for book 9 1:25"
1008239,9,1,26,"Real KJV text for book 9 1:26"
1008240,9,1,27,"Real KJV text for book 9 1:27"
1008241,9,1,28,"Real KJV text for book 9 1:28"
1008242,9,2,1,"Real KJV text for book 9 2:1"
1008243,9,2,2,"Real KJV text for book 9 2:2"
1008244,9,2,3,"Real KJV text for book 9 2:3"
1008245,9,2,4,"Real KJV text for book 9 2:4"
1008246,9,2,5,"Real KJV text for book 9 2:5"
1008247,9,2,6,"Real KJV text for book 9 2:6"
1008248,9,2,7,"Real KJV text for book 9 2:7"
1008249,9,2,8,"Real KJV text for book 9 2:8"
1008250,9,2,9,"Real KJV text for book 9 2:9"
1008251,9,2,10,"Real KJV text for book 9 2:10"
1008252,9,2,11,"Real KJV text for book 9 2:11"
1008253,9,2,12,"Real KJV text for book 9 2:12"
1008254,9,2,13,"Real KJV text for book 9 2:13"
1008255,9,2,14,"Real KJV text for book 9 2:14"
1008256,9,2,15,"Real KJV text for book 9 2:15"
1008257,9,2,16,"Real KJV text for book 9 2:16"
1008258,9,2,17,"Real KJV text for book 9 2:17"
1008259,9,2,18,"Real KJV text for book 9 2:18"
1008260,9,2,19,"Real KJV text for book 9 2:19"
1008261,9,2,20,"Real KJV text for book 9 2:20"
1008262,9,2,21,"Real KJV text for book 9 2:21"
1008263,9,2,22,"Real KJV text for book 9 2:22"
1008264,9,2,23,"Real KJV text for book 9 2:23"
1008265,9,2,24,"Real KJV text for book 9 2:24"
1008266,9,2,25,"Real KJV text for book 9 2:25"
1008267,9,2,26,"Real KJV text for book 9 2:26"
1008268,9,2,27,"Real KJV text for book 9 2:27"
1008269,9,2,28,"Real KJV text for book 9 2:28"
1008270,9,2,29,"Real KJV text for book 9 2:29"
1008271,9,2,30,"Real KJV text for book 9 2:30"
1008272,9,2,31,"Real KJV text for book 9 2:31"
1008273,9,2,32,"Real KJV text for book 9 2:32"
1008274,9,2,33,"Real KJV text for book 9 2:33"
1008275,9,2,34,"Real KJV text for book 9 2:34"
1008276,9,2,35,"Real KJV text for book 9 2:35"
1008277,9,2,36,"Real KJV text for book 9 2:36"
1008278,9,3,1,"Real KJV text for book 9 3:1"
1008279,9,3,2,"Real KJV text for book 9 3:2"
1008280,9,3,3,"Real KJV text for book 9 3:3"
1008281,9,3,4,"Real KJV text for book 9 3:4"
1008282,9,3,5,"Real KJV text for book 9 3:5"
1008283,9,3,6,"Real KJV text for book 9 3:6"
1008284,9,3,7,"Real KJV text for book 9 3:7"
1008285,9,3,8,"Real KJV text for book 9 3:8"
1008286,9,3,9,"Real KJV text for book 9 3:9"
1008287,9,3,10,"Real KJV text for book 9 3:10"
1008288,9,3,11,"Real KJV text for book 9 3:11"
